City ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Marsa Matruh,EG,2021-04-18 23:34:22,31.3525,27.2453,77.0,29,75,8.05
294,Ahipara,NZ,2021-04-18 23:34:23,-35.1667,173.1667,65.32,52,84,4.79
295,Olafsvik,IS,2021-04-18 23:34:23,64.8945,-23.7142,34.95,60,97,12.71
296,Langenburg,DE,2021-04-18 23:34:23,49.2544,9.8458,42.8,81,90,3.44
297,Port Hueneme,US,2021-04-18 23:31:53,34.1478,-119.1951,78.8,59,1,19.57
298,Mahebourg,MU,2021-04-18 23:34:24,-20.4081,57.7,78.8,89,75,12.66
299,Kedrovyy,RU,2021-04-18 23:34:24,56.1667,91.8167,32.0,86,75,8.95
300,Rundu,NA,2021-04-18 23:34:25,-17.9333,19.7667,59.88,54,0,6.44
301,Visegrad,BA,2021-04-18 23:34:25,43.7847,19.2992,36.0,100,90,1.14
302,Obzor,BG,2021-04-18 23:34:25,42.8167,27.8833,48.2,76,90,4.61
303,Mwense,ZM,2021-04-18 23:34:13,-10.3845,28.698,61.16,88,12,5.08
304,Raga,SS,2021-04-18 23:34:26,8.4596,25.678,79.77,44,98,4.45
305,Ust-Barguzin,RU,2021-04-18 23:34:26,53.45,108.9833,25.21,65,100,4.5
306,Buluang,PH,2021-04-18 23:34:27,13.3068,123.3425,74.52,93,100,17.94
307,Buraydah,SA,2021-04-18 23:34:27,26.326,43.975,71.6,35,0,4.61
308,Coquimbo,CL,2021-04-18 23:34:28,-29.9533,-71.3436,57.2,88,90,4.61
309,Sundsvall,SE,2021-04-18 23:34:28,62.3913,17.3063,28.4,93,4,2.3
310,Warrensburg,US,2021-04-18 23:31:36,38.7628,-93.7361,59.0,44,90,5.75
311,Bezenchuk,RU,2021-04-18 23:34:29,52.982,49.4333,45.95,66,95,14.99
312,Hetauda,NP,2021-04-18 23:34:29,27.4284,85.0322,53.6,94,20,2.3
313,Kantang,TH,2021-04-18 23:34:30,7.4054,99.5156,75.2,100,40,2.33
314,Nagato,JP,2021-04-18 23:31:21,34.3833,131.2,53.6,71,20,5.75
315,Blythe,US,2021-04-18 23:30:48,33.6103,-114.5964,87.8,5,1,20.71
316,Zhuhai,CN,2021-04-18 23:34:30,22.2769,113.5678,71.6,73,40,17.27
317,Tsagan Aman,RU,2021-04-18 23:34:31,47.5639,46.7218,57.38,62,98,4.61
318,Manggar,ID,2021-04-18 23:34:32,-2.8833,108.2667,81.48,72,87,3.18
319,Banda Aceh,ID,2021-04-18 23:34:32,5.5577,95.3222,79.93,80,90,11.77
320,Coria,ES,2021-04-18 23:34:32,39.9879,-6.5377,51.75,58,99,1.59
321,Melito Di Porto Salvo,IT,2021-04-18 23:34:33,37.9222,15.7714,52.0,81,75,3.44
322,Leogane,HT,2021-04-18 23:34:33,18.5108,-72.6339,86.0,62,40,6.91
323,Nago,JP,2021-04-18 23:34:34,26.5881,127.9761,66.2,68,40,8.05
324,Lasa,IT,2021-04-18 23:34:34,46.6166,10.7002,41.0,69,0,5.75
325,Mikuni,JP,2021-04-18 23:34:34,36.2171,136.1519,50.0,76,75,4.61
326,Gleisdorf,AT,2021-04-18 23:34:35,47.1061,15.7127,41.0,16,100,3.42
327,Pimenta Bueno,BR,2021-04-18 23:34:35,-11.6725,-61.1936,73.76,96,100,2.15
328,Santa Cruz,BO,2021-04-18 23:34:35,-17.8,-63.1667,72.03,89,35,4.38
329,Sohag,EG,2021-04-18 23:34:36,26.557,31.6948,77.0,29,0,3.44
330,Chimbote,PE,2021-04-18 23:34:36,-9.0853,-78.5783,68.11,83,27,7.16
331,Georgetown,MY,2021-04-18 23:32:55,5.4112,100.3354,81.0,94,20,2.3
332,George,ZA,2021-04-18 23:34:37,-33.963,22.4617,62.6,45,20,8.05
333,Hohhot,CN,2021-04-18 23:34:37,40.8106,111.6522,41.0,52,0,4.47
334,Saint-Pierre,RE,2021-04-18 23:34:38,-21.3393,55.4781,75.2,78,90,13.8
335,Westport,US,2021-04-18 23:30:55,41.1415,-73.3579,55.99,71,90,9.22
336,Nara,JP,2021-04-18 23:32:05,34.6851,135.8049,55.99,62,20,9.22
337,Ponta Delgada,PT,2021-04-18 23:34:38,37.7333,-25.6667,57.2,82,20,2.3
338,Iqaluit,CA,2021-04-18 23:33:08,63.7506,-68.5145,19.4,73,20,2.3
339,Hambantota,LK,2021-04-18 23:34:39,6.1241,81.1185,78.48,84,38,9.69
340,Maumere,ID,2021-04-18 23:34:39,-8.6199,122.2111,81.88,70,89,6.58
341,Tilichiki,RU,2021-04-18 23:34:40,60.4667,166.1,31.37,95,92,2.15
342,Te Anau,NZ,2021-04-18 23:34:40,-45.4167,167.7167,55.63,79,98,7.76
343,Deer Lake,CA,2021-04-18 23:34:41,49.1667,-57.4316,37.4,93,90,17.27
344,Maltahohe,NA,2021-04-18 23:34:41,-24.8333,16.9833,62.33,61,69,5.26
345,Labuhan,ID,2021-04-18 23:34:41,-6.8844,112.2051,78.44,82,88,5.08
346,Leh,IN,2021-04-18 23:31:19,34.1667,77.5833,27.88,69,94,4.34
347,Ugoofaaru,MV,2021-04-18 23:34:42,5.6667,73.0,83.89,70,100,7.85
348,Anchorage,US,2021-04-18 23:34:42,61.2181,-149.9003,53.6,32,1,5.75
349,Kargat,RU,2021-04-18 23:34:43,55.1956,80.2811,17.46,73,100,20.96
350,Ostrovnoy,RU,2021-04-18 23:34:43,68.0531,39.5131,30.16,81,99,19.71
351,Tabuk,PH,2021-04-18 23:34:44,17.4189,121.4443,73.83,74,66,12.48
352,Akdepe,TM,2021-04-18 23:34:44,42.0551,59.3788,62.6,44,0,4.61
353,Olbernhau,DE,2021-04-18 23:34:44,50.6667,13.3333,44.01,94,96,1.01
354,Fort Nelson,CA,2021-04-18 23:34:45,58.8053,-122.7002,51.8,24,20,2.3
355,Botwood,CA,2021-04-18 23:34:45,49.1499,-55.3482,39.99,91,100,1.99
356,Nisporeni,MD,2021-04-18 23:34:46,47.0814,28.1783,46.4,81,0,3.44
357,Bambous Virieux,MU,2021-04-18 23:34:46,-20.3428,57.7575,78.8,89,75,12.66
358,Pierre,US,2021-04-18 23:34:46,44.3683,-100.351,51.8,43,20,29.93
359,Acarau,BR,2021-04-18 23:34:47,-2.8856,-40.12,78.28,82,100,9.55
360,Kulhudhuffushi,MV,2021-04-18 23:34:47,6.6221,73.07,83.89,72,84,6.73
361,La Macarena,CO,2021-04-18 23:34:47,2.1837,-73.7849,73.69,96,100,2.91
362,Petropavlovsk-Kamchatskiy,RU,2021-04-18 23:34:48,53.0452,158.6483,39.2,60,100,15.66
363,Bedele,ET,2021-04-18 23:34:48,8.456,36.353,57.96,66,74,2.73
364,Sao Domingos,BR,2021-04-18 23:34:49,-13.3983,-46.3183,71.02,80,82,3.38
365,Shemonaikha,KZ,2021-04-18 23:34:49,50.6328,81.9056,44.08,87,89,11.1
366,Rio Grande,BR,2021-04-18 23:34:49,-32.035,-52.0986,66.0,78,28,12.75
367,Sainte-Anne-Des-Monts,CA,2021-04-18 23:34:50,49.124,-66.4924,35.6,87,62,3.44
368,Santander Jimenez,MX,2021-04-18 23:34:50,24.2167,-98.4667,67.64,41,95,15.7
369,Salamanca,ES,2021-04-18 23:34:51,40.8333,-6.0,52.0,68,100,4.45
370,Paamiut,GL,2021-04-18 23:34:51,61.994,-49.6678,27.5,75,100,13.27
371,Saint George,US,2021-04-18 23:31:02,37.1041,-113.5841,75.0,9,1,8.05
372,Fukue,JP,2021-04-18 23:34:52,32.6881,128.8419,57.2,54,0,11.5
373,Yarmouth,US,2021-04-18 23:34:52,41.7057,-70.2286,53.6,62,90,10.36
374,Yumen,CN,2021-04-18 23:34:53,40.2833,97.2,51.03,33,94,8.32
375,San Jose,US,2021-04-18 23:32:56,37.3394,-121.895,86.0,20,1,14.97
376,Chipinge,ZW,2021-04-18 23:34:53,-20.1883,32.6236,50.65,95,16,3.71
377,Yaan,NG,2021-04-18 23:34:54,7.3833,8.5667,78.94,71,100,8.75
378,Panaba,MX,2021-04-18 23:34:54,21.2833,-88.2667,81.84,70,60,3.18
379,Rehau,DE,2021-04-18 23:34:54,50.25,12.0333,41.0,96,96,3.0
380,Ostersund,SE,2021-04-18 23:34:55,63.1792,14.6357,44.6,36,3,9.22
381,Eureka,US,2021-04-18 23:34:55,40.8021,-124.1637,54.0,93,90,9.22
382,La Ronge,CA,2021-04-18 23:34:56,55.1001,-105.2842,39.2,28,80,12.66
383,Calabozo,VE,2021-04-18 23:34:56,8.9242,-67.4293,88.23,33,100,4.27
384,Lakatoro,VU,2021-04-18 23:34:57,-16.0999,167.4164,84.69,69,76,7.96
385,Houma,US,2021-04-18 23:34:57,29.5958,-90.7195,66.99,68,1,5.75
386,Sao Miguel Do Araguaia,BR,2021-04-18 23:34:57,-13.275,-50.1628,73.71,88,96,2.33
387,Quito,EC,2021-04-18 23:33:49,-0.2299,-78.5249,59.0,82,75,10.36
388,Acapulco,MX,2021-04-18 23:34:58,16.8634,-99.8901,84.2,54,20,11.5
389,Shimoda,JP,2021-04-18 23:34:58,34.6667,138.95,63.0,48,0,3.44
390,Hofn,IS,2021-04-18 23:30:00,64.2539,-15.2082,39.27,69,6,19.01
391,Bilibino,RU,2021-04-18 23:30:07,68.0546,166.4372,26.1,87,100,15.39
392,Suratgarh,IN,2021-04-18 23:34:59,29.3167,73.9,78.24,29,13,7.23
393,Beidao,CN,2021-04-18 23:32:17,34.5686,105.8933,48.0,48,71,3.0
394,Tabou,CI,2021-04-18 23:35:00,4.423,-7.3528,80.49,80,92,6.58
395,Yinchuan,CN,2021-04-18 23:35:00,38.4681,106.2731,58.75,14,91,4.63
396,Sindor,RU,2021-04-18 23:35:01,62.8629,51.8905,24.46,75,20,0.6
397,Russell,US,2021-04-18 23:35:01,32.3502,-85.1999,73.4,35,20,8.05
398,Marshfield,US,2021-04-18 23:35:01,44.6689,-90.1718,59.0,30,1,9.22
399,Koygorodok,RU,2021-04-18 23:35:02,60.445,50.9968,26.17,78,6,3.8
400,Sinor,IN,2021-04-18 23:35:02,21.9167,73.3333,83.44,32,0,4.07
401,Tiarei,PF,2021-04-18 23:35:03,-17.5333,-149.3333,87.8,62,20,8.05
402,Cururupu,BR,2021-04-18 23:35:04,-1.8283,-44.8683,74.5,97,92,2.46
403,Wuda,CN,2021-04-18 23:35:04,39.4994,106.7117,59.85,11,100,0.67
404,Boyolangu,ID,2021-04-18 23:35:04,-8.1181,111.8935,76.59,87,92,1.79
405,Novikovo,RU,2021-04-18 23:35:05,51.1537,37.8879,44.85,88,100,5.37
406,Peruibe,BR,2021-04-18 23:35:05,-24.32,-46.9983,70.02,90,81,5.37
407,Los Llanos De Aridane,ES,2021-04-18 23:35:06,28.6585,-17.9182,66.2,68,20,11.5
408,Lunenburg,CA,2021-04-18 23:35:06,44.3835,-64.3155,43.0,81,100,19.57
409,Shingu,JP,2021-04-18 23:35:06,33.7333,135.9833,53.6,66,20,10.36
410,Pingliang,CN,2021-04-18 23:30:10,35.5392,106.6861,48.0,48,12,3.0
411,Voh,NC,2021-04-18 23:35:07,-20.9667,164.7,83.03,65,98,2.08
412,Paita,PE,2021-04-18 23:35:07,-5.0892,-81.1144,70.18,81,76,10.71
413,Arlit,NE,2021-04-18 23:35:08,18.7369,7.3853,84.79,6,62,7.29
414,Ushumun,RU,2021-04-18 23:35:08,52.7833,126.5333,32.07,44,73,20.02
415,Belaya Gora,RU,2021-04-18 23:35:09,68.5333,146.4167,16.75,83,38,5.91
416,Kumluca,TR,2021-04-18 23:35:09,36.3703,30.2869,72.19,37,100,7.02
417,Vilcun,CL,2021-04-18 23:35:10,-38.65,-72.2333,64.4,72,0,6.91
418,Yaring,TH,2021-04-18 23:33:01,6.8662,101.3689,78.3,83,100,5.7
419,Segezha,RU,2021-04-18 23:35:10,63.7415,34.3222,28.02,92,10,3.67
420,Havoysund,NO,2021-04-18 23:35:11,70.9963,24.6622,33.8,69,0,1.14
421,Khairpur Nathan Shah,PK,2021-04-18 23:35:11,27.0936,67.7337,87.06,23,43,7.81
422,Kassala,SD,2021-04-18 23:35:11,15.451,36.4,85.55,29,2,6.02
423,Tuatapere,NZ,2021-04-18 23:35:12,-46.1333,167.6833,60.01,76,80,3.0
424,Revin,FR,2021-04-18 23:35:12,49.9404,4.635,46.0,87,40,5.75
425,Ketchikan,US,2021-04-18 23:35:12,55.3422,-131.6461,71.6,24,1,11.5
426,Romitan,UZ,2021-04-18 23:35:13,39.9343,64.3814,57.2,67,0,4.61
427,Kavieng,PG,2021-04-18 23:35:13,-2.5744,150.7967,84.27,70,96,6.78
428,Balkanabat,TM,2021-04-18 23:35:14,39.5108,54.3671,71.58,28,65,7.18
429,Nowa Ruda,PL,2021-04-18 23:35:14,50.5801,16.5016,41.0,90,100,2.48
430,Villacarrillo,ES,2021-04-18 23:35:14,38.1156,-3.0848,48.18,39,98,3.06
431,Chauk,MM,2021-04-18 23:35:15,20.8833,94.8167,81.41,52,1,6.22
432,Bac Lieu,VN,2021-04-18 23:35:15,9.285,105.7244,81.16,76,92,4.38
433,Esil,KZ,2021-04-18 23:35:15,51.9556,66.4042,28.13,57,6,17.65
434,Tonj,SS,2021-04-18 23:35:16,7.2737,28.6822,82.29,48,81,4.03
435,Maldonado,UY,2021-04-18 23:31:57,-34.6667,-54.9167,68.0,83,20,10.36
436,Namatanai,PG,2021-04-18 23:35:16,-3.6667,152.4333,85.64,67,94,4.65
437,Luwingu,ZM,2021-04-18 23:35:17,-10.2621,29.9271,59.59,88,90,7.92
438,Oranjemund,NA,2021-04-18 23:35:17,-28.55,16.4333,68.05,60,60,3.15
439,Vila,PT,2021-04-18 23:35:18,42.0304,-8.1588,55.99,64,100,2.62
440,San Rafael,AR,2021-04-18 23:35:18,-34.6177,-68.3301,74.75,55,51,11.63
441,Simbakoro,SL,2021-04-18 23:35:18,8.6,-11.0167,71.51,97,77,2.73
442,Keshorai Patan,IN,2021-04-18 23:35:19,25.3,75.9333,82.58,18,16,1.5
443,Torbay,CA,2021-04-18 23:35:20,47.6666,-52.7314,37.0,100,90,10.36
444,Flinders,AU,2021-04-18 23:35:20,-34.5833,150.8552,63.0,74,5,1.01
445,Noumea,NC,2021-04-18 23:35:21,-22.2763,166.4572,82.4,69,0,3.44
446,Salalah,OM,2021-04-18 23:35:21,17.0151,54.0924,78.8,73,0,3.44
447,Berbera,SO,2021-04-18 23:35:21,10.4396,45.0143,80.33,80,100,5.19
448,Turbat,PK,2021-04-18 23:34:10,26.0023,63.044,76.96,40,84,2.77
449,Chaiyaphum,TH,2021-04-18 23:35:22,15.75,102.0,81.25,67,84,4.81
450,Saint Anthony,US,2021-04-18 23:35:22,45.0205,-93.218,60.8,62,90,19.57
451,Port Macquarie,AU,2021-04-18 23:31:33,-31.4333,152.9167,66.99,70,1,1.01
452,Nhulunbuy,AU,2021-04-18 23:35:23,-12.2333,136.7667,84.2,70,100,8.05
453,Awbari,LY,2021-04-18 23:35:24,26.5921,12.7805,72.16,28,62,16.37
454,Dafeng,CN,2021-04-18 23:35:24,23.4517,108.5881,66.99,98,100,2.1
455,Povolzhskiy,RU,2021-04-18 23:35:24,53.5854,49.7629,42.8,52,0,8.95
456,Tsiroanomandidy,MG,2021-04-18 23:35:25,-18.7667,46.0333,59.72,91,4,2.57
457,Cabedelo,BR,2021-04-18 23:35:25,-6.9811,-34.8339,73.4,100,40,4.61
458,Port-Gentil,GA,2021-04-18 23:35:26,-0.7193,8.7815,80.6,89,20,3.44
459,Corner Brook,CA,2021-04-18 23:35:26,48.9667,-57.9484,44.6,93,90,17.27
460,Sabha,LY,2021-04-18 23:35:26,27.0377,14.4283,74.28,39,85,14.25
461,Lourdes,FR,2021-04-18 23:35:27,43.1,-0.05,42.8,75,0,4.61
462,Shenjiamen,CN,2021-04-18 23:35:27,29.9576,122.298,56.66,64,55,11.27
463,Maragogi,BR,2021-04-18 23:34:59,-9.0122,-35.2225,77.43,84,100,6.2
464,Tezu,IN,2021-04-18 23:35:28,27.9167,96.1667,66.65,80,100,6.04
465,Tautira,PF,2021-04-18 23:35:28,-17.7333,-149.15,87.8,62,20,8.05
466,Kuminskiy,RU,2021-04-18 23:35:29,58.6667,66.5667,19.85,64,40,7.2
467,Alexandria,EG,2021-04-18 23:32:37,31.2156,29.9553,73.4,49,0,3.44
468,Zelenoborskiy,RU,2021-04-18 23:35:29,66.845,32.3622,30.0,100,100,4.61
469,Araouane,ML,2021-04-18 23:31:23,18.9048,-3.5265,81.72,9,0,9.89
470,Tingo Maria,PE,2021-04-18 23:35:30,-9.2895,-76.0088,71.82,97,80,2.01
471,Itoman,JP,2021-04-18 23:35:30,26.1247,127.6694,66.2,63,40,11.5
472,Imperia,IT,2021-04-18 23:35:31,43.9667,7.7833,51.8,46,0,11.5
473,Bukoba,TZ,2021-04-18 23:35:31,-1.3317,31.8122,73.4,83,75,11.5
474,Mitu,CO,2021-04-18 23:35:32,1.1983,-70.1733,71.46,99,100,1.81
475,Pala,TD,2021-04-18 23:35:32,9.3642,14.9046,83.59,32,68,4.23
476,Andenes,NO,2021-04-18 23:35:33,69.3143,16.1194,41.0,65,32,17.27
477,Sisimiut,GL,2021-04-18 23:35:33,66.9395,-53.6735,17.13,64,100,14.07
478,Honiara,SB,2021-04-18 23:35:33,-9.4333,159.95,86.38,68,80,4.88
479,Palmerston,AU,2021-04-18 23:35:34,-12.486,130.9833,81.0,50,0,8.05
480,Sena Madureira,BR,2021-04-18 23:35:34,-9.0656,-68.6569,74.48,97,99,2.82
481,Ionia,US,2021-04-18 23:35:34,42.9873,-85.0711,57.2,28,75,10.36
482,Pangkalanbuun,ID,2021-04-18 23:35:06,-2.6833,111.6167,77.13,81,94,1.05
483,Khandagayty,RU,2021-04-18 23:35:35,50.7333,92.05,40.1,43,10,2.39
484,Kismayo,SO,2021-04-18 23:35:36,-0.3582,42.5454,80.51,80,82,7.76
485,Ciudad Bolivar,VE,2021-04-18 23:35:36,8.1222,-63.5497,86.61,41,97,18.59
486,Menongue,AO,2021-04-18 23:35:36,-14.6585,17.691,59.18,63,8,4.56
487,Bell Ville,AR,2021-04-18 23:35:37,-32.6259,-62.6887,69.01,82,4,5.01
488,Lodwar,KE,2021-04-18 23:35:37,3.1191,35.5973,82.44,54,77,14.43
489,Borgo San Dalmazzo,IT,2021-04-18 23:35:38,44.333,7.4858,44.6,87,75,4.61
490,Santa Isabel Do Rio Negro,BR,2021-04-18 23:35:38,-0.4139,-65.0192,73.11,98,100,2.51
491,Dali,CN,2021-04-18 23:35:38,25.7,100.1833,54.68,73,1,5.23
492,Aksarka,RU,2021-04-18 23:35:39,66.5606,67.7975,-5.08,91,97,3.6
493,Usinsk,RU,2021-04-18 23:35:39,65.9939,57.5281,3.85,99,58,5.01
494,Cap-Haitien,HT,2021-04-18 23:35:40,19.7578,-72.2042,79.79,78,0,2.48
495,Rio Gallegos,AR,2021-04-18 23:31:33,-51.6226,-69.2181,58.64,51,87,12.26
496,Todos Santos,MX,2021-04-18 23:35:40,23.45,-110.2167,66.99,78,29,5.99
497,Cuenca,EC,2021-04-18 23:31:13,-2.8833,-78.9833,64.4,68,75,6.91
498,Victoria,HK,2021-04-18 23:34:46,22.2855,114.1577,71.01,73,93,1.99
499,Nisia Floresta,BR,2021-04-18 23:35:41,-6.0911,-35.2086,77.0,94,40,4.61
500,Ouesso,CG,2021-04-18 23:35:41,1.6136,16.0517,72.21,96,100,2.64
501,Jaen,ES,2021-04-18 23:35:42,38.0,-3.5,49.82,36,99,3.78
502,Bacolod,PH,2021-04-18 23:35:42,10.6667,122.95,80.73,77,100,14.47
503,Mangochi,MW,2021-04-18 23:35:43,-14.4782,35.2645,62.8,89,22,6.29
504,Caravelas,BR,2021-04-18 23:35:43,-17.7125,-39.2481,75.99,85,7,7.99
505,Dwarka,IN,2021-04-18 23:35:44,22.2394,68.9678,79.38,83,35,14.07
506,Bakchar,RU,2021-04-18 23:35:44,57.0186,82.0711,11.25,83,100,16.89
507,Suntar,RU,2021-04-18 23:35:45,62.1444,117.6319,18.16,78,100,6.2
508,Vestmanna,FO,2021-04-18 23:35:45,62.1564,-7.1664,41.0,93,40,6.91
509,Bairiki,KI,2021-04-18 23:35:46,1.3292,172.9752,86.0,70,20,16.11
510,Matara,LK,2021-04-18 23:35:46,5.9485,80.5353,77.11,87,55,5.93
511,Giyani,ZA,2021-04-18 23:35:47,-23.3025,30.7187,57.72,66,0,2.08
512,Krasnoturinsk,RU,2021-04-18 23:35:47,59.7666,60.2086,23.2,55,62,2.93
513,Grand-Santi,GF,2021-04-18 23:35:47,4.25,-54.3833,72.09,97,97,2.44
514,Okahandja,NA,2021-04-18 23:35:48,-21.9833,16.9167,55.99,88,100,2.01
515,Altamura,IT,2021-04-18 23:35:48,40.8292,16.5537,48.99,100,40,2.3
516,Mayskiy,RU,2021-04-18 23:35:48,47.6931,40.1025,50.0,76,40,4.47
517,Beloha,MG,2021-04-18 23:35:49,-25.1667,45.05,64.42,73,0,13.18
518,Hami,CN,2021-04-18 23:35:49,42.8,93.45,58.01,30,65,13.87
519,Kirensk,RU,2021-04-18 23:35:50,57.7853,108.1119,22.95,69,52,3.13
520,Touros,BR,2021-04-18 23:35:50,-5.1989,-35.4608,75.2,94,40,3.44
521,Marzuq,YE,2021-04-18 23:35:05,14.4,46.4667,68.76,53,93,1.95
522,Okhotsk,RU,2021-04-18 23:35:51,59.3833,143.3,31.51,98,100,8.32
523,Adeje,ES,2021-04-18 23:35:51,28.1227,-16.726,66.2,63,20,11.5
524,Mandera,KE,2021-04-18 23:35:51,3.9366,41.867,82.26,63,83,6.89
525,Newala,TZ,2021-04-18 23:35:52,-10.9431,39.2787,60.26,90,10,1.9
526,Deputatskiy,RU,2021-04-18 23:35:52,69.3,139.9,8.91,84,62,3.62
527,Bathsheba,BB,2021-04-18 23:35:53,13.2167,-59.5167,78.8,61,40,20.71
528,Wapi Pathum,TH,2021-04-18 23:35:53,15.8452,103.3768,82.99,74,30,4.12
529,Icod De Los Vinos,ES,2021-04-18 23:35:53,28.3724,-16.7119,61.0,87,96,10.25
530,Ovre Ardal,NO,2021-04-18 23:35:54,61.3167,7.8,28.76,85,9,6.04
531,Kautokeino,NO,2021-04-18 23:35:54,69.0125,23.0412,33.67,94,100,11.12
532,Poronaysk,RU,2021-04-18 23:35:55,49.2167,143.1167,33.39,98,100,14.72
533,Svetlaya,RU,2021-04-18 23:35:55,46.5389,138.3297,47.25,59,100,6.58
534,Beringovskiy,RU,2021-04-18 23:35:55,63.05,179.3167,32.65,95,91,4.45
535,Denpasar,ID,2021-04-18 23:33:50,-8.65,115.2167,78.8,94,40,2.3
536,Leshukonskoye,RU,2021-04-18 23:35:53,64.8989,45.7622,25.5,81,52,2.91
537,Laredo,US,2021-04-18 23:31:36,27.5064,-99.5075,71.6,30,75,11.5
538,Muisne,EC,2021-04-18 23:35:56,0.6,-80.0333,82.4,78,0,8.05
539,Opuwo,NA,2021-04-18 23:35:57,-18.0607,13.84,72.28,41,69,7.9
540,Atar,MR,2021-04-18 23:35:57,20.5169,-13.0499,80.83,13,75,6.78
541,Sadovoye,RU,2021-04-18 23:35:58,47.7764,44.5089,50.43,87,91,5.35
542,Chaman,PK,2021-04-18 23:33:18,30.9236,66.4512,65.34,16,98,2.59
543,Qurayyat,SA,2021-04-18 23:35:58,31.3318,37.3428,71.6,40,0,6.91
544,Taoudenni,ML,2021-04-18 23:35:59,22.6783,-3.9836,81.03,15,0,12.53
545,Venado Tuerto,AR,2021-04-18 23:35:59,-33.7456,-61.9688,71.01,45,0,8.05
546,Calama,CL,2021-04-18 23:35:59,-22.4667,-68.9333,64.4,16,0,13.8
547,Maarianhamina,AX,2021-04-18 23:36:00,60.0973,19.9348,28.4,93,0,1.14
548,Nouadhibou,MR,2021-04-18 23:36:00,20.931,-17.0347,66.2,77,0,14.97
549,Hamada,JP,2021-04-18 23:36:01,34.8833,132.0833,51.8,71,20,9.22
550,Embu,BR,2021-04-18 23:32:48,-23.6489,-46.8522,64.4,88,90,10.36
551,Merauke,ID,2021-04-18 23:36:01,-8.4667,140.3333,80.85,81,99,8.9
552,Vanimo,PG,2021-04-18 23:36:02,-2.6741,141.3028,82.29,75,96,3.18
553,Santa Pola,ES,2021-04-18 23:36:02,38.1917,-0.5658,54.0,87,0,2.3
554,Bangangte,CM,2021-04-18 23:36:03,5.1409,10.5198,64.08,97,95,2.1
555,Masumbwe,TZ,2021-04-18 23:36:03,-3.6333,32.1833,63.1,94,88,2.3
556,Skjervoy,NO,2021-04-18 23:36:03,70.0311,20.9714,39.31,60,99,12.15
557,Sokoto,NG,2021-04-18 23:36:04,13.0609,5.239,89.6,18,14,9.44
